time(s):3000

task_number:90

edge_number:10

limit:10

task information:
req_u2e_size:270000
process_loading:1080000
req_e2u_size:96

Episode:  0 Reward: 191893###  r_var: 1.00 b_var: 1.00 
Episode:275 Reward: 200084###  r_var: 0.29 b_var: 0.29 
Episode:276 Reward: 200592###  r_var: 0.29 b_var: 0.29 
Episode:277 Reward: 199654###  r_var: 0.29 b_var: 0.29 
Episode:278 Reward: 200321###  r_var: 0.29 b_var: 0.29 
Episode:279 Reward: 201050###  r_var: 0.29 b_var: 0.29 
Episode:280 Reward: 200413###  r_var: 0.29 b_var: 0.29 
Episode:281 Reward: 200035###  r_var: 0.29 b_var: 0.29 
Episode:282 Reward: 201419###  r_var: 0.29 b_var: 0.29 
Episode:283 Reward: 198466###  r_var: 0.28 b_var: 0.28 
Episode:284 Reward: 200517###  r_var: 0.28 b_var: 0.28 
Episode:285 Reward: 200230###  r_var: 0.28 b_var: 0.28 
Episode:286 Reward: 200576###  r_var: 0.28 b_var: 0.28 
Episode:287 Reward: 200016###  r_var: 0.28 b_var: 0.28 
Episode:288 Reward: 200913###  r_var: 0.28 b_var: 0.28 
Episode:289 Reward: 201304###  r_var: 0.28 b_var: 0.28 
Episode:290 Reward: 200133###  r_var: 0.28 b_var: 0.28 
Episode:291 Reward: 199994###  r_var: 0.28 b_var: 0.28 
Episode:292 Reward: 200588###  r_var: 0.28 b_var: 0.28 
Episode:293 Reward: 200714###  r_var: 0.28 b_var: 0.28 
Episode:294 Reward: 200253###  r_var: 0.28 b_var: 0.28 
Episode:295 Reward: 200260###  r_var: 0.28 b_var: 0.28 
Episode:296 Reward: 201038###  r_var: 0.28 b_var: 0.28 
Episode:297 Reward: 200376###  r_var: 0.28 b_var: 0.28 
Episode:298 Reward: 201416###  r_var: 0.28 b_var: 0.28 
Episode:299 Reward: 201291###  r_var: 0.28 b_var: 0.28 
Episode:300 Reward: 199293###  r_var: 0.28 b_var: 0.28 
Episode:301 Reward: 201916###  r_var: 0.28 b_var: 0.28 
Episode:302 Reward: 201317###  r_var: 0.28 b_var: 0.28 
Episode:303 Reward: 200430###  r_var: 0.28 b_var: 0.28 
Episode:304 Reward: 202005###  r_var: 0.28 b_var: 0.28 
Episode:305 Reward: 201036###  r_var: 0.27 b_var: 0.27 
Episode:306 Reward: 200751###  r_var: 0.27 b_var: 0.27 
Episode:307 Reward: 200704###  r_var: 0.27 b_var: 0.27 
Episode:308 Reward: 201056###  r_var: 0.27 b_var: 0.27 
Episode:309 Reward: 200722###  r_var: 0.27 b_var: 0.27 
Episode:310 Reward: 201660###  r_var: 0.27 b_var: 0.27 
Episode:311 Reward: 201001###  r_var: 0.27 b_var: 0.27 
Episode:312 Reward: 200905###  r_var: 0.27 b_var: 0.27 
Episode:313 Reward: 201657###  r_var: 0.27 b_var: 0.27 
Episode:314 Reward: 201429###  r_var: 0.27 b_var: 0.27 
Episode:315 Reward: 201176###  r_var: 0.27 b_var: 0.27 
Episode:316 Reward: 200904###  r_var: 0.27 b_var: 0.27 
Episode:317 Reward: 201057###  r_var: 0.27 b_var: 0.27 
Episode:318 Reward: 201086###  r_var: 0.27 b_var: 0.27 
Episode:319 Reward: 200858###  r_var: 0.27 b_var: 0.27 
Episode:320 Reward: 200125###  r_var: 0.27 b_var: 0.27 
Episode:321 Reward: 200482###  r_var: 0.27 b_var: 0.27 
Episode:322 Reward: 200066###  r_var: 0.27 b_var: 0.27 
Episode:323 Reward: 201377###  r_var: 0.27 b_var: 0.27 
Episode:324 Reward: 201313###  r_var: 0.27 b_var: 0.27 
Episode:325 Reward: 201184###  r_var: 0.27 b_var: 0.27 
Episode:326 Reward: 201514###  r_var: 0.27 b_var: 0.27 
Episode:327 Reward: 201158###  r_var: 0.27 b_var: 0.27 
Episode:328 Reward: 200650###  r_var: 0.27 b_var: 0.27 
Episode:329 Reward: 201207###  r_var: 0.27 b_var: 0.27 
Episode:330 Reward: 201528###  r_var: 0.27 b_var: 0.27 
Episode:331 Reward: 201197###  r_var: 0.27 b_var: 0.27 
Episode:332 Reward: 200779###  r_var: 0.27 b_var: 0.27 
Episode:333 Reward: 200477###  r_var: 0.27 b_var: 0.27 
Episode:334 Reward: 199447###  r_var: 0.27 b_var: 0.27 
the mean of the rewards:200950.2

the standard deviation of the rewards:482.17523785445474

the range of the rewards:2213

